w,Program,Project Name,Site Name,GPS Level,Point Name,CTD Station Name,Substrate,Biotic Subclass,Biotic Community,Status,Public,Boat Lat,Boat Long,Decimal Lat,Decimal Long,Established,Survey Type,Survey Frequency,Depth_m,Primary Sampling Method,Transect Bearing,Transect Distance,Last Updated,Other Structure,Bolt,Temperature Logger,Logger Type,Notes,Student Projects
Affiliate,Martone Lab,Hakai Seaweed Survey,Meay Channel,site,NA,,bedrock,benthic macroalgae,,active,yes,51 39.7882199999999,128 5.83577999999989,51.663137,-128.097263,2015,observation,annually,,quadrat along transect,,,20180104,Temperature Logger Cage,yes,yes,,"9 bolts, 4 ibuttons",
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach (East end),site,NA,,bedrock,benthic macroalgae,,active,yes,51 39.93798,128 8.11908000000074,51.665633,-128.135318,2011,observation,annually,,quadrat along transect,,,20180104,,yes,yes,,"9 bolts, 4 ibuttons",
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,site,NA,,bedrock,benthic macroalgae,,active,yes,51 39.0649200000001,128 8.61690000000067,51.651082,-128.143615,2011,observation,annually,,quadrat along transect,,,20180104,,yes,yes,,"9 bolts, 4 ibuttons",
Affiliate,Martone Lab,Hakai Seaweed Survey,Fifth Beach,site,NA,,bedrock,benthic macroalgae,,active,yes,51 38.4282,128 9.40398000000016,51.64047,-128.156733,2011,observation,annually,,quadrat along transect,,,20180104,,yes,yes,,"9 bolts, 4 ibuttons",
Affiliate,Martone Lab,Coralline X,North Beach (East end),site,NA,,bedrock,benthic macroalgae,,active,yes,51 39.93798,128 8.11908000000074,51.665633,-128.135318,NA,experiment,seasonally,,quadrat,,,20180104,,yes,,,40 bolts,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Hi1,,bedrock,benthic macroalgae,,active,yes,51 38.4477960000001,128 9.3930000000006,51.6407966,-128.15655,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Hi2,,bedrock,benthic macroalgae,,active,yes,51 38.442786,128 9.40980000000081,51.6407131,-128.15683,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Hi3,,bedrock,benthic macroalgae,,active,yes,51 38.4400019999998,128 9.41520000000082,51.6406667,-128.15692,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Mid1,,bedrock,benthic macroalgae,,active,yes,51 38.4489119999999,128 9.39599999999984,51.6408152,-128.1566,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Mid2,,bedrock,benthic macroalgae,,active,yes,0 0,0 0,,,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Mid3,,bedrock,benthic macroalgae,,active,yes,51 38.4438419999999,128 9.41699999999969,51.6407307,-128.15695,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Low1,,bedrock,benthic macroalgae,,active,yes,51 38.4513420000002,128 9.3990000000008,51.6408557,-128.15665,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Low2,,bedrock,benthic macroalgae,,active,yes,51 38.4487440000001,128 9.41460000000063,51.6408124,-128.15691,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,5th Beach,transect,Low3,,bedrock,benthic macroalgae,,active,yes,51 38.4458399999998,128 9.41759999999988,51.640764,-128.15696,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Hi1,,bedrock,benthic macroalgae,,active,yes,51 39.9228840000001,128 8.10539999999946,51.6653814,-128.13509,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Hi2,,bedrock,benthic macroalgae,,active,yes,51 39.9311519999999,128 8.11079999999947,51.6655192,-128.13518,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Hi3,,bedrock,benthic macroalgae,,active,yes,51 39.9354119999998,128 8.11079999999947,51.6655902,-128.13518,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Mid1,,bedrock,benthic macroalgae,,active,yes,51 39.92295,128 8.11440000000061,51.6653825,-128.13524,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Mid2,,bedrock,benthic macroalgae,,active,yes,51 39.9287339999998,128 8.11559999999929,51.6654789,-128.13526,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Mid3,,bedrock,benthic macroalgae,,active,yes,51 39.93612,128 8.11349999999948,51.665602,-128.135225,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Low1,,bedrock,benthic macroalgae,,active,yes,51 39.9232019999999,128 8.11800000000005,51.6653867,-128.1353,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Low2,,bedrock,benthic macroalgae,,active,yes,51 39.9292199999999,128 8.12033999999926,51.665487,-128.135339,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,North Beach,transect,Low3,,bedrock,benthic macroalgae,,active,yes,51 39.9354000000001,128 8.1179400000002,51.66559,-128.135299,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,Meay Channel,transect,Hi1,,bedrock,benthic macroalgae,,active,yes,51 39.7998360000001,128 5.85359999999923,51.6633306,-128.09756,,,,,,,,,,,,,,
Affiliate,Martone Lab,Hakai Seaweed Survey,Meay Channel,transect,Hi2,,bedrock,benthic macroalgae,,active,yes,51 39.7806120000001,128 5.84700000000055,51.6630102,-128.09745,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,Meay Channel,transect,Mid1,,bedrock,benthic macroalgae,,active,yes,51 39.8026080000001,128 5.84160000000054,51.6633768,-128.09736,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,Meay Channel,transect,Mid2,,bedrock,benthic macroalgae,,active,yes,-133.8344,51.6630364,-128.09724,,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,Meay Channel,transect,Low1,,bedrock,benthic macroalgae,,active,yes,51 39.8088659999999,128 5.83020000000033,51.6634811,-128.09717,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,Meay Channel,transect,Low2,,bedrock,benthic macroalgae,,active,yes,51 39.783588,128 5.82420000000013,51.6630598,-128.09707,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,High 0m,,boulder,benthic macroalgae,,active,yes,51 39.0556200000002,128 8.58114000000057,51.650927,-128.143019,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,Hi2,,boulder,benthic macroalgae,,active,yes,0 0,0 0,,,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,High 45m,,boulder,benthic macroalgae,,active,yes,51 39.04236,128 8.6061600000005,51.650706,-128.143436,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,Mid 0m,,boulder,benthic macroalgae,,active,yes,51 39.0711600000002,128 8.59175999999934,51.651186,-128.143196,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,Mid2,,boulder,benthic macroalgae,,active,yes,0 0,0 0,,,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,Mid 49m,,boulder,benthic macroalgae,,active,yes,51 39.0556200000002,128 8.62584000000027,51.650927,-128.143764,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,Low 0m,,boulder,benthic macroalgae,,active,yes,51 39.0774000000002,128 8.6090999999999,51.65129,-128.143485,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,Low2,,boulder,benthic macroalgae,,active,yes,0 0,0 0,,,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Martone Lab,Hakai Seaweed Survey,West Beach Boulders,transect,Low 36.5m,,boulder,benthic macroalgae,,active,yes,51 39.0659400000001,128 8.63435999999922,51.651099,-128.143906,,,,,,,,,,,,,Geospatial team working on getting coordinates,
Affiliate,Harvell Lab,Wasting Disease,Pruth Bay,transect,Transect A 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 38.678151,128 7.18029000000058,51.64463585,-128.1196715,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Pruth Bay,transect,Transect A 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 38.6831748,128 7.16825400000062,51.64471958,-128.1194709,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Pruth Bay,transect,Transect B 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 38.6856719999999,128 7.16993399999978,51.6447612,-128.1194989,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Pruth Bay,transect,Transect B 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 38.6927178000001,128 7.15381200000024,51.64487863,-128.1192302,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Pruth Bay,transect,Transect C 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 38.6935800000002,128 7.15566599999931,51.644893,-128.1192611,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Pruth Bay,transect,Transect C 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 38.7018305999999,128 7.14109199999996,51.64503051,-128.1190182,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Triquet Bay,transect,Transect A 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 48.4844226000001,128 14.2414380000008,51.80807371,-128.2373573,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Triquet Bay,transect,Transect A 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 48.477228,128 14.2393440000006,51.8079538,-128.2373224,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Triquet Bay,transect,Transect B 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 48.4787034000001,128 14.2331160000003,51.80797839,-128.2372186,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Triquet Bay,transect,Transect B 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 48.4739345999999,128 14.2301939999999,51.80789891,-128.2371699,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Triquet Bay,transect,Transect C 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 48.4732889999998,128 14.2267920000006,51.80788815,-128.2371132,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Triquet Bay,transect,Transect C 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 48.4693121999999,128 14.2233659999994,51.80782187,-128.2370561,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Dock,transect,Transect C 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 39.2903885999999,128 7.78833599999984,51.65483981,-128.1298056,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Dock,transect,Transect C 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 39.3021066,128 7.78903199999945,51.65503511,-128.1298172,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Dock,transect,Transect B 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 39.2930465999999,128 7.79301599999997,51.65488411,-128.1298836,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Dock,transect,Transect B 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 39.2826539999999,128 7.79015399999935,51.6547109,-128.1298359,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Dock,transect,Transect A 20m,,sand,seagrass meadow,Zostera marina,active,yes,51 39.2739509999998,128 7.78710599999954,51.65456585,-128.1297851,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Affiliate,Harvell Lab,Wasting Disease,Dock,transect,Transect A 0m,,sand,seagrass meadow,Zostera marina,active,yes,51 39.2605254,128 7.78102199999921,51.65434209,-128.1296837,2017,observation,annually,,quadrat,,20 m,20180628,,,no,NA,,
Hakai,Nearshore,Rockyshore,319 (Mustang),site,319,,sand ,no vegetation,,active,yes,51 49.5159096,128 2.72911799999974,51.82526516,-128.0454853,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,321(Mustang),site,321,,"boulder, sand",,,active,yes,51 49.0559388,128 2.26691999999957,51.81759898,-128.037782,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,315 (Mustang),site,315,,sandy mud,,,active,yes,51 48.127203,128 3.17264999999963,51.80212005,-128.0528775,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,314 (Mustang),site,314,,bedrock boulder mix,,,active,yes,51 47.9420946000002,128 3.54890999999952,51.79903491,-128.0591485,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,hakai0007 (Mustang),site,hakai0007,,"bedrock, boulder, sand",,,active,yes,51 48.6327042000002,128 3.07255199999929,51.81054507,-128.0512092,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,5038 (Kwakume),site,5038,,bedrock,,,active,yes,51 42.5223065999998,127 53.2390140000001,51.70870511,-127.8873169,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,5050 (Kwakume),site,5050,,"cobble, rock mix",,,active,yes,51 42.1923065999999,127 52.9630140000003,51.70320511,-127.8827169,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,5041 (Kwakume),site,5041,,"sand, shellhash",,,active,yes,51 42.5163066,127 52.6150139999999,51.70860511,-127.8769169,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,5052 (Kwakume),site,5052,,"bedrock, shellhash mix",,,active,yes,51 42.0423066000001,127 53.287014,51.70070511,-127.8881169,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,hakai0006 (Kwakshua),site,hakai0006,,"cobble, mud mix",,,active,yes,51 39.1705283999998,128 7.22684399999935,51.65284214,-128.1204474,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,154 (Kwakshua),site,154,,"boulder, sand mix",,,active,yes,51 38.9125128000002,128 5.64906000000065,51.64854188,-128.094151,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,137 (Kwakshua),site,137,,"boulder, cobble, sand mix",,,active,yes,51 39.8960165999999,128 4.64403600000026,51.66493361,-128.0774006,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,146 (Kwakshua),site,146,,"sand, shellhash",,,active,yes,51 39.4875228000001,128 6.76255200000071,51.65812538,-128.1127092,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,hakai0003 (Kildidt),site,hakai0003,,"boulder, sand mix",,,active,yes,51 52.2167496000002,128 9.69368400000064,51.87027916,-128.1615614,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,224 (Kildidt),site,224,,"sand, shellhash",,,active,yes,51 52.9561362,128 9.37890000000039,51.88260227,-128.156315,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,234 (Kildidt),site,234,,"sand, shellhash",,,active,yes,51 52.4925779999998,128 7.53751200000011,51.8748763,-128.1256252,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,hakai0001 (Kildidt),site,hakai0001,,"bedrock, boulder mix",,,active,yes,51 52.6692282000002,128 9.13814399999978,51.87782047,-128.1523024,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,hakai0038 (Meay),site,hakai0038,,boulder,benthic macroalgae,Nereocystis luetkenan,active,yes,51 39.744099,128 5.69783699999959,51.66240165,-128.094964,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
Hakai,Nearshore,Rockyshore,hakai0039 (North Beach),site,hakai0039,,bedrock,benthic macroalgae,Pterygophora californica,active,yes,51 40.0423170000002,128 8.09174999999982,51.66737195,-128.1348625,2018,observation,annually,,transect +quadrat,,30,20181116,,,,,"1 transect at 3 depths (0m, 5m, 10m)",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,West Beach Macro,site,kelp,MACRO10,boulder,benthic macroalgae,Macrocystis pyrifera,active,yes,51 38.9369933999998,128 9.06845999999973,51.64894989,-128.151141,2018,observation,monthly,4,recruitment plates,NA,NA,20190401,,,,,depth approximate,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,West Beach Macro,site,outside,MACRO10,boulder,no vegetation,,active,yes,51 38.9191193999999,128 9.05889000000002,51.64865199,-128.1509815,2018,observation,monthly,4,recruitment plates,,NA,20190401,,,,,depth approximate,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Second Beach Nereo,site,kelp,KELP08,boulder,benthic macroalgae,Nereocystis luetkeana,active,yes,51 38.9560002000002,128 9.32200200000011,51.64926667,-128.1553667,2018,observation,monthly,6,recruitment plates,,NA,20190401,,,,,"depth approximate; coordinates are actually temp logger, but mooring is directly South (towards ARMS), <5m away",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Second Beach Nereo,site,outside,KELP08,cobble,no vegetation,,active,yes,51 38.9459999999998,128 9.31499999999971,51.6491,-128.15525,2018,observation,monthly,7,recruitment plates,,NA,20190401,,,,,"depth approximate; coordinates are actually ARMS, but mooring is directly North (towards temp logger), <10m away",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,North Beach Nereo,site,kelp,KELP09,boulder,benthic macroalgae,Nereocystis luetkeana,active,yes,51 40.0457849999998,128 8.40214199999991,51.66742975,-128.1400357,2018,observation,monthly,4,recruitment plates,,NA,20190401,,,,,depth approximate,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,North Beach Nereo,site,outside,KELP09,boulder,no vegetation,,active,yes,51 40.041621630714,128 8.39233015710079,51.66736036,-128.1398722,2018,observation,monthly,6,recruitment plates,,NA,20190401,,,,,"no coordinates; located directly downslope of 'kelp' install, outside of kelp; on bucket, on top of boulder ridge",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Rattenbury Rock 2,site,kelp,,bedrock,benthic macroalgae,Nereocystis luetkenan,active,yes,51 41.4817116,128 4.78985399999942,51.69136186,-128.0798309,2018,observation,monthly,5.2,recruitment plates,,NA,20190401,,,,,"on wall, on North side of pinnacle, *=no big kelp here, 8.6 m depth at time of install",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Rattenbury Rock 1,site,outside,,bedrock,no vegetation,,active,yes,51 41.4679061999999,128 4.77775799999961,51.69113177,-128.0796293,2018,observation,monthly,4.1,recruitment plates,,NA,20190401,,,,,"on top of wall, on South side of pinnacle, 7.5 m depth at time of install",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Meay Macro,site,kelp,MACRO02,boulder,benthic macroalgae,Macrocystis pyrifera,active,yes,51 39.8727300000002,128 5.6858699999998,51.6645455,-128.0947645,2018,observation,monthly,3.5,recruitment plates,,NA,20190401,,,,,"SW of ARMS, towards kelp, *=no big kelp here, but used to be",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Meay Macro,site,outside,MACRO02,boulder,no vegetation,,active,yes,51 39.8834574000001,128 5.66151599999955,51.66472429,-128.0943586,2018,observation,monthly,5.9,recruitment plates,,NA,20190401,,,,,"NE of ARMS, in sand with boulders",
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay Interior 1,site,inside,SEA15,sand,seagrass meadow,Zostera marina,active,yes,51 38.755764,128 7.16199000000074,51.6459294,-128.1193665,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay Interior 2,site,inside,SEA15,sand,seagrass meadow,Zostera marina,active,yes,51 38.755764,128 7.16199000000074,51.6459294,-128.1193665,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay Edge 1,site,edge,,sand,seagrass meadow,Zostera marina,active,yes,51 38.8243194,128 7.22526599999924,51.64707199,-128.1204211,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay Edge 2,site,edge,,sand,seagrass meadow,Zostera marina,active,yes,51 38.8243194,128 7.22526599999924,51.64707199,-128.1204211,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay Temperature Logger,site,outside,,silt,no vegetation,,active,yes,51 38.8414380000002,128 7.12855800000057,51.6473573,-128.1188093,2018,observation,monthly,,temperature logger,,NA,20190401,,,yes,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay Temperature Logger,site,outside,,silt,no vegetation,,active,yes,51 38.8414380000002,128 7.12855800000057,51.6473573,-128.1188093,2018,observation,monthly,,temperature logger,,NA,20190401,,,yes,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Choked E1 Interior,site,inside,,sand,seagrass meadow,Zostera marina,active,yes,51 40.7291705999998,128 6.88513199999989,51.67881951,-128.1147522,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Choked E1 Edge,site,edge,,sand,seagrass meadow,Zostera marina,active,yes,51 40.7291705999998,128 6.88513199999989,51.67881951,-128.1147522,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Choked E1 Outer,site,outside,,sand,no vegetation,,active,yes,51 40.7224869865078,128 6.86566370555965,51.67870812,-128.1144277,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Choked E3 Interior,site,inside,,sand,seagrass meadow,Zostera marina,active,yes,51 40.4956134000001,128 7.42458600000077,51.67492689,-128.1237431,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Choked E3 Edge,site,edge,,sand,seagrass meadow,Zostera marina,active,yes,51 40.4956134000001,128 7.42458600000077,51.67492689,-128.1237431,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Choked E3 Outer,site,outside,,sand,no vegetation,,active,yes,51 40.4956134000001,128 7.42458600000077,51.67492689,-128.1237431,2018,observation,monthly,,recruitment plates,,NA,20190401,,,,,,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Fifth Beach Intertidal,site,NA,,bedrock,attached fauna,,active,yes,51 38.3887842000001,128 9.32689799999935,51.63981307,-128.1554483,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,24 plates,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,West Beach Nearshore Intertidal,site,NA,,bedrock,attached fauna,,active,yes,51 39.4454778000001,128 8.93149200000039,51.65742463,-128.1488582,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,24 plates,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,North Beach PISCO Intertidal,site,NA,,bedrock,attached fauna,,active,yes,51 39.9860238000001,128 8.10186599999952,51.66643373,-128.1350311,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,24 plates,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Meay Channel Martone Intertidal,site,NA,,bedrock,attached fauna,,active,yes,51 39.8099964000001,128 5.8518179999993,51.66349994,-128.0975303,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,24 plates,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay North,site,NA,,bedrock,attached fauna,,active,yes,51 39.3133433999999,128 7.74562199999991,51.65522239,-128.1290937,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,12 plates,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Pruth Bay South,site,NA,,bedrock,attached fauna,,active,yes,51 39.2252886000001,128 7.71672599999988,51.65375481,-128.1286121,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,12 plates,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,Foggy Cove Boulder,site,NA,,boulder,attached fauna,,active,yes,51 39.0445248,128 8.69054399999925,51.65074208,-128.1448424,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,2 plates; extra install,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,North Beach Harley Wall,site,NA,,bedrock,attached fauna,,active,yes,51 39.8087388,128 8.72890799999993,51.66347898,-128.1454818,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,2 plates; extra install,
UBC-Hakai,Biodiversity,M. Whalen Biodiversity,North Beach Surf Island Side,site,NA,,bedrock,attached fauna,,active,yes,51 39.8544234000002,128 8.88364200000012,51.66424039,-128.1480607,2018,observation,monthly,0,recruitment plates,,NA,20190401,,,,,2 plates; extra install,
Hakai,Nearshore,Rocky Intertidal,North Beach,plot,nb_barnacle1,ROCKY07,bedrock,attached fauna,Balanus spp.,active,yes,51 39.9951725999999,128 8.03927999999928,51.66658621,-128.133988,2016,observation,seasonal,,quadrat,,,20190502,,,,,Collected by geospatial,
