"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","collector","hakai_id","sample_type","depth","transect_dist","collected_start","collected_end","density","density_msq","canopy_height_cm","flowering_shoots","comments","quality_log"
"2279","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_KOEYE_ESTUARY_INTERIOR4_10","seagrass_density",4.2,10,2016-06-18 20:21:56,2016-06-18 20:41:58,10,160,240,NA,NA,NA
"2280","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_KOEYE_ESTUARY_INTERIOR4_0","seagrass_density",4,0,2016-06-18 20:21:56,2016-06-18 20:41:58,9,144,180,NA,NA,NA
"2281","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2016-05-30,1,"Zach","Derek","2016-05-30_KOEYE_ESTUARY_EDGE1_0","seagrass_density",9,0,2016-05-30 15:04:41,2016-05-30 15:24:18,34,544,100,NA,NA,NA
"2282","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2016-05-30,1,"Zach","Derek","2016-05-30_KOEYE_ESTUARY_EDGE1_10","seagrass_density",9,10,2016-05-30 15:04:41,2016-05-30 15:24:18,24,384,140,NA,NA,NA
"2283","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2016-05-30,1,"Zach","Derek","2016-05-30_KOEYE_ESTUARY_EDGE1_15","seagrass_density",10,15,2016-05-30 15:04:41,2016-05-30 15:24:18,26,416,75,NA,NA,NA
"2284","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2016-05-30,1,"Zach","Derek","2016-05-30_KOEYE_ESTUARY_EDGE1_20","seagrass_density",9,20,2016-05-30 15:04:41,2016-05-30 15:24:18,11,176,80,NA,NA,NA
"2285","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2016-05-30,1,"Zach","Derek","2016-05-30_KOEYE_ESTUARY_EDGE1_25","seagrass_density",9,25,2016-05-30 15:04:41,2016-05-30 15:24:18,4,64,90,NA,NA,NA
"2286","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2016-05-30,1,"Zach","Derek","2016-05-30_KOEYE_ESTUARY_EDGE1_30","seagrass_density",9,30,2016-05-30 15:04:41,2016-05-30 15:24:18,0,0,0,NA,NA,NA
"2287","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2016-05-30,1,"Zach","Derek","2016-05-30_KOEYE_ESTUARY_EDGE1_5","seagrass_density",10,5,2016-05-30 15:04:41,2016-05-30 15:24:18,28,448,125,NA,NA,NA
"2288","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6",2017-05-19,6,"angeleen,angeleen.olson","derek.vanmaanen","2017-05-19_PRUTH_BAY_INTERIOR6_0","seagrass_density",2.1,0,2017-05-19 16:39:51,2017-05-19 17:03:03,13,208,25,NA,NA,NA
"2289","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6",2017-05-19,6,"angeleen,angeleen.olson","derek.vanmaanen","2017-05-19_PRUTH_BAY_INTERIOR6_5","seagrass_density",2.7,5,2017-05-19 16:39:51,2017-05-19 17:03:03,0,0,0,NA,NA,NA
"2290","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6",2017-05-19,6,"angeleen,angeleen.olson","derek.vanmaanen","2017-05-19_PRUTH_BAY_INTERIOR6_10","seagrass_density",2.4,10,2017-05-19 16:39:51,2017-05-19 17:03:03,0,0,30,NA,NA,NA
"2291","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6",2017-05-19,6,"angeleen,angeleen.olson","derek.vanmaanen","2017-05-19_PRUTH_BAY_INTERIOR6_15","seagrass_density",2.3,15,2017-05-19 16:39:51,2017-05-19 17:03:03,23,368,40,NA,NA,NA
"2292","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6",2017-05-19,6,"angeleen,angeleen.olson","derek.vanmaanen","2017-05-19_PRUTH_BAY_INTERIOR6_20","seagrass_density",2.3,20,2017-05-19 16:39:51,2017-05-19 17:03:03,26,416,35,NA,NA,NA
"2293","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6",2017-05-19,6,"angeleen,angeleen.olson","derek.vanmaanen","2017-05-19_PRUTH_BAY_INTERIOR6_25","seagrass_density",2.2,25,2017-05-19 16:39:51,2017-05-19 17:03:03,33,528,40,NA,NA,NA
"2294","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR6",2017-05-19,6,"angeleen,angeleen.olson","derek.vanmaanen","2017-05-19_PRUTH_BAY_INTERIOR6_30","seagrass_density",1.8,30,2017-05-19 16:39:51,2017-05-19 17:03:03,16,256,35,NA,NA,NA
"2295","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-06-11,4,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR4_0","seagrass_density",7.8,0,2017-06-11 23:13:06,2017-06-11 23:20:38,5,80,125,NA,NA,NA
"2296","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-06-11,4,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR4_5","seagrass_density",7.7,5,2017-06-11 23:13:06,2017-06-11 23:20:38,3,48,100,NA,NA,NA
"2297","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-06-11,4,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR4_10","seagrass_density",7.6,10,2017-06-11 23:13:06,2017-06-11 23:20:38,5,80,105,NA,NA,NA
"2298","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-06-11,4,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR4_15","seagrass_density",7.8,15,2017-06-11 23:13:06,2017-06-11 23:20:38,6,96,100,NA,NA,NA
"2299","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-06-11,4,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR4_20","seagrass_density",7.8,20,2017-06-11 23:13:06,2017-06-11 23:20:38,5,80,110,NA,NA,NA
"2300","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-06-11,4,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR4_25","seagrass_density",7.8,25,2017-06-11 23:13:06,2017-06-11 23:20:38,5,80,90,NA,NA,NA
"2301","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-06-11,4,"gillian","derek","2017-06-11_CHOKED_PASS_INTERIOR4_30","seagrass_density",7.8,30,2017-06-11 23:13:06,2017-06-11 23:20:38,6,96,100,NA,NA,NA
"2302","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2017-06-13,2,"gillian","derek","2017-06-13_PRUTH_BAY_EDGE2_0","seagrass_density",1.2,0,2017-06-14 16:08:13,2017-06-14 16:11:06,4,64,75,NA,NA,NA
"2303","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2017-06-13,2,"gillian","derek","2017-06-13_PRUTH_BAY_EDGE2_5","seagrass_density",1.2,5,2017-06-14 16:08:13,2017-06-14 16:11:06,3,48,60,NA,NA,NA
"2304","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2017-06-13,2,"gillian","derek","2017-06-13_PRUTH_BAY_EDGE2_10","seagrass_density",1.4,10,2017-06-14 16:08:13,2017-06-14 16:11:06,3,48,75,NA,NA,NA
"2305","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2017-06-13,2,"gillian","derek","2017-06-13_PRUTH_BAY_EDGE2_15","seagrass_density",1.4,15,2017-06-14 16:08:13,2017-06-14 16:11:06,5,80,75,NA,NA,NA
"2306","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2017-06-13,2,"gillian","derek","2017-06-13_PRUTH_BAY_EDGE2_20","seagrass_density",1.4,20,2017-06-14 16:08:13,2017-06-14 16:11:06,1,16,70,NA,NA,NA
"2307","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2017-06-13,2,"gillian","derek","2017-06-13_PRUTH_BAY_EDGE2_25","seagrass_density",1.4,25,2017-06-14 16:08:13,2017-06-14 16:11:06,3,48,50,NA,NA,NA
"2308","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2017-06-13,2,"gillian","derek","2017-06-13_PRUTH_BAY_EDGE2_30","seagrass_density",1.2,30,2017-06-14 16:08:13,2017-06-14 16:11:06,3,48,75,NA,NA,NA
"2309","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_ESTUARY_INTERIOR4_0","seagrass_density",4,0,2016-06-18 20:21:56,2016-06-18 20:41:58,9,144,180,NA,NA,NA
"2310","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_ESTUARY_INTERIOR4_10","seagrass_density",4.2,10,2016-06-18 20:21:56,2016-06-18 20:41:58,10,160,240,NA,NA,NA
"2311","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_ESTUARY_INTERIOR4_15","seagrass_density",4.2,15,2016-06-18 20:21:56,2016-06-18 20:41:58,5,80,240,NA,NA,NA
"2312","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_ESTUARY_INTERIOR4_20","seagrass_density",4.1,20,2016-06-18 20:21:56,2016-06-18 20:41:58,14,224,200,NA,NA,NA
"2313","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_ESTUARY_INTERIOR4_25","seagrass_density",3.9,25,2016-06-18 20:21:56,2016-06-18 20:41:58,2,32,200,NA,NA,NA
"2314","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_ESTUARY_INTERIOR4_30","seagrass_density",4.2,30,2016-06-18 20:21:56,2016-06-18 20:41:58,2,32,180,NA,NA,NA
"2315","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_INTERIOR4",2016-06-18,4,"Derek","Ondine","2016-06-18_ESTUARY_INTERIOR4_5","seagrass_density",3.9,5,2016-06-18 20:21:56,2016-06-18 20:41:58,15,240,220,NA,NA,NA
"2316","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-06-12,2,"gillian","ondine","2017-06-12_KOEYE_ESTUARY_EDGE2_0","seagrass_density",4.2,0,2017-06-12 23:06:24,2017-06-12 23:16:38,0,0,90,NA,NA,NA
"2317","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-06-12,2,"gillian","ondine","2017-06-12_KOEYE_ESTUARY_EDGE2_10","seagrass_density",3.9,10,2017-06-12 23:06:24,2017-06-12 23:16:38,9,144,110,NA,NA,NA
"2318","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-06-12,2,"gillian","ondine","2017-06-12_KOEYE_ESTUARY_EDGE2_15","seagrass_density",3.8,15,2017-06-12 23:06:24,2017-06-12 23:16:38,19,304,120,NA,NA,"1: 2 flowering shoots"
"2319","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-06-12,2,"gillian","ondine","2017-06-12_KOEYE_ESTUARY_EDGE2_20","seagrass_density",3.7,20,2017-06-12 23:06:24,2017-06-12 23:16:38,27,432,120,NA,NA,NA
"2320","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-06-12,2,"gillian","ondine","2017-06-12_KOEYE_ESTUARY_EDGE2_25","seagrass_density",3.6,25,2017-06-12 23:06:24,2017-06-12 23:16:38,20,320,120,NA,NA,NA
"2321","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-06-12,2,"gillian","ondine","2017-06-12_KOEYE_ESTUARY_EDGE2_30","seagrass_density",3.7,30,2017-06-12 23:06:24,2017-06-12 23:16:38,27,432,70,NA,NA,NA
"2322","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2017-06-12,2,"gillian","ondine","2017-06-12_KOEYE_ESTUARY_EDGE2_5","seagrass_density",4.1,5,2017-06-12 23:06:24,2017-06-12 23:16:38,0,0,110,NA,NA,NA
"2323","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-05-19,4,"gillian,gillian.sadlierbrown","ondine","2017-05-19_CHOKED_PASS_INTERIOR4_0","seagrass_density",6,0,2017-05-19 20:38:17,2017-05-19 20:50:32,7,112,100,NA,NA,NA
"2324","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-05-19,4,"gillian,gillian.sadlierbrown","ondine","2017-05-19_CHOKED_PASS_INTERIOR4_10","seagrass_density",6,10,2017-05-19 20:38:17,2017-05-19 20:50:32,8,128,100,NA,NA,NA
"2325","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-05-19,4,"gillian,gillian.sadlierbrown","ondine","2017-05-19_CHOKED_PASS_INTERIOR4_15","seagrass_density",6,15,2017-05-19 20:38:17,2017-05-19 20:50:32,2,32,100,NA,NA,NA
"2326","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-05-19,4,"gillian,gillian.sadlierbrown","ondine","2017-05-19_CHOKED_PASS_INTERIOR4_20","seagrass_density",6,20,2017-05-19 20:38:17,2017-05-19 20:50:32,2,32,100,NA,NA,NA
"2327","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-05-19,4,"gillian,gillian.sadlierbrown","ondine","2017-05-19_CHOKED_PASS_INTERIOR4_25","seagrass_density",6.1,25,2017-05-19 20:38:17,2017-05-19 20:50:32,4,64,100,NA,NA,NA
"2328","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-05-19,4,"gillian,gillian.sadlierbrown","ondine","2017-05-19_CHOKED_PASS_INTERIOR4_30","seagrass_density",6,30,2017-05-19 20:38:17,2017-05-19 20:50:32,4,64,100,NA,NA,NA
"2329","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-05-19,4,"gillian,gillian.sadlierbrown","ondine","2017-05-19_CHOKED_PASS_INTERIOR4_5","seagrass_density",6,5,2017-05-19 20:38:17,2017-05-19 20:50:32,8,128,90,NA,NA,NA
"2330","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-06-19,1,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE1_0","seagrass_density",2.1,0,2018-06-19 17:45:39,2018-06-19 17:51:32,3,48,110,NA,NA,NA
"2331","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-06-19,1,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE1_5","seagrass_density",1.9,5,2018-06-19 17:45:39,2018-06-19 17:51:32,5,80,120,NA,NA,NA
"2332","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-06-19,1,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE1_10","seagrass_density",2,10,2018-06-19 17:45:39,2018-06-19 17:51:32,9,144,130,NA,NA,"1: 704"
"2333","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-06-19,1,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE1_15","seagrass_density",2.1,15,2018-06-19 17:45:39,2018-06-19 17:51:32,4,64,100,NA,NA,NA
"2334","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-06-19,1,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE1_20","seagrass_density",2,20,2018-06-19 17:45:39,2018-06-19 17:51:32,2,32,100,NA,NA,NA
"2335","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-06-19,1,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE1_25","seagrass_density",2.1,25,2018-06-19 17:45:39,2018-06-19 17:51:32,14,224,125,NA,NA,NA
"2336","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-06-19,1,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE1_30","seagrass_density",2,30,2018-06-19 17:45:39,2018-06-19 17:51:32,4,64,80,NA,NA,NA
"2337","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2018-06-19,7,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE7_0","seagrass_density",2.5,0,2018-06-19 18:24:33,2018-06-19 18:32:40,6,96,200,NA,NA,NA
"2338","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2018-06-19,7,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE7_5","seagrass_density",2.5,5,2018-06-19 18:24:33,2018-06-19 18:32:40,13,208,205,NA,NA,NA
"2339","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2018-06-19,7,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE7_10","seagrass_density",2.6,10,2018-06-19 18:24:33,2018-06-19 18:32:40,8,128,205,NA,NA,"1: 2009"
"2340","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2018-06-19,7,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE7_15","seagrass_density",2.5,15,2018-06-19 18:24:33,2018-06-19 18:32:40,12,192,190,NA,NA,NA
"2341","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2018-06-19,7,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE7_20","seagrass_density",2.2,20,2018-06-19 18:24:33,2018-06-19 18:32:40,15,240,210,NA,NA,NA
"2342","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2018-06-19,7,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE7_25","seagrass_density",2,25,2018-06-19 18:24:33,2018-06-19 18:32:40,23,368,210,NA,NA,NA
"2343","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE7",2018-06-19,7,"angeleen","derek","2018-06-19_CHOKED_PASS_EDGE7_30","seagrass_density",3.3,30,2018-06-19 18:24:33,2018-06-19 18:32:40,10,160,190,NA,NA,NA
"2344","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2018-08-11,2,"angeleen","derek","2018-08-11_KOEYE_ESTUARY_EDGE2_0","seagrass_density",4,0,2018-08-11 20:57:50,2018-08-11 21:07:56,9,144,250,NA,NA,"1: Flowering 3"
"2345","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2018-08-11,2,"angeleen","derek","2018-08-11_KOEYE_ESTUARY_EDGE2_5","seagrass_density",4.3,5,2018-08-11 20:57:50,2018-08-11 21:07:56,14,224,225,NA,NA,"1: Flowering 3"
"2346","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2018-08-11,2,"angeleen","derek","2018-08-11_KOEYE_ESTUARY_EDGE2_10","seagrass_density",4.4,10,2018-08-11 20:57:50,2018-08-11 21:07:56,12,192,220,NA,NA,"1: Flowering 4"
"2347","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2018-08-11,2,"angeleen","derek","2018-08-11_KOEYE_ESTUARY_EDGE2_15","seagrass_density",4.2,15,2018-08-11 20:57:50,2018-08-11 21:07:56,13,208,250,NA,NA,"1: Flowering 2"
"2348","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2018-08-11,2,"angeleen","derek","2018-08-11_KOEYE_ESTUARY_EDGE2_20","seagrass_density",4.4,20,2018-08-11 20:57:50,2018-08-11 21:07:56,17,272,220,NA,NA,"1: Flowering 3"
"2349","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2018-08-11,2,"angeleen","derek","2018-08-11_KOEYE_ESTUARY_EDGE2_25","seagrass_density",4.2,25,2018-08-11 20:57:50,2018-08-11 21:07:56,7,112,230,NA,NA,"1: Flowering 1"
"2350","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE2",2018-08-11,2,"angeleen","derek","2018-08-11_KOEYE_ESTUARY_EDGE2_30","seagrass_density",4.1,30,2018-08-11 20:57:50,2018-08-11 21:07:56,12,192,240,NA,NA,"1: Flowering 3"
"2351","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2018-08-20,5,"angeleen","derek","2018-08-20_TRIQUET_NORTH_INTERIOR5_0","seagrass_density",4.5,0,2018-08-21 22:50:29,2018-08-21 22:55:35,1,16,100,NA,NA,"1: Flowering 0"
"2352","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2018-08-20,5,"angeleen","derek","2018-08-20_TRIQUET_NORTH_INTERIOR5_5","seagrass_density",4.8,5,2018-08-21 22:50:29,2018-08-21 22:55:35,2,32,100,NA,NA,"1: Flowering 0"
"2353","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2018-08-20,5,"angeleen","derek","2018-08-20_TRIQUET_NORTH_INTERIOR5_10","seagrass_density",5,10,2018-08-21 22:50:29,2018-08-21 22:55:35,3,48,120,NA,NA,"1: flowering 0"
"2354","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2018-08-20,5,"angeleen","derek","2018-08-20_TRIQUET_NORTH_INTERIOR5_15","seagrass_density",5.3,15,2018-08-21 22:50:29,2018-08-21 22:55:35,3,48,110,NA,NA,"1: Flowering 0"
"2355","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2018-08-20,5,"angeleen","derek","2018-08-20_TRIQUET_NORTH_INTERIOR5_20","seagrass_density",5.6,20,2018-08-21 22:50:29,2018-08-21 22:55:35,3,48,100,NA,NA,"1: Flowering 0"
"2356","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2018-08-20,5,"angeleen","derek","2018-08-20_TRIQUET_NORTH_INTERIOR5_25","seagrass_density",6.1,25,2018-08-21 22:50:29,2018-08-21 22:55:35,2,32,80,NA,NA,"1: Flowering 0"
"2357","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2018-08-20,5,"angeleen","derek","2018-08-20_TRIQUET_NORTH_INTERIOR5_30","seagrass_density",6.3,30,2018-08-21 22:50:29,2018-08-21 22:55:35,2,32,150,NA,NA,"1: Flowering 0"
"2358","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-08-19,1,"angeleen","derek","2018-08-19_CHOKED_PASS_EDGE1_0","seagrass_density",3.9,0,2018-08-19 16:35:48,2018-08-19 16:41:00,9,144,120,NA,NA,"1: Flowering 0"
"2359","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-08-19,1,"angeleen","derek","2018-08-19_CHOKED_PASS_EDGE1_5","seagrass_density",3.5,5,2018-08-19 16:35:48,2018-08-19 16:41:00,7,112,125,NA,NA,"1: Flowering 0"
"2360","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-08-19,1,"angeleen","derek","2018-08-19_CHOKED_PASS_EDGE1_10","seagrass_density",3.6,10,2018-08-19 16:35:48,2018-08-19 16:41:00,10,160,125,NA,NA,"1: Flowering 0"
"2361","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-08-19,1,"angeleen","derek","2018-08-19_CHOKED_PASS_EDGE1_15","seagrass_density",3.4,15,2018-08-19 16:35:48,2018-08-19 16:41:00,8,128,130,NA,NA,"1: Flowering 0"
"2362","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-08-19,1,"angeleen","derek","2018-08-19_CHOKED_PASS_EDGE1_20","seagrass_density",3.3,20,2018-08-19 16:35:48,2018-08-19 16:41:00,5,80,125,NA,NA,"1: Flowering 0"
"2363","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-08-19,1,"angeleen","derek","2018-08-19_CHOKED_PASS_EDGE1_25","seagrass_density",3.2,25,2018-08-19 16:35:48,2018-08-19 16:41:00,5,80,120,NA,NA,"1: Flowering 0"
"2364","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2018-08-19,1,"angeleen","derek","2018-08-19_CHOKED_PASS_EDGE1_30","seagrass_density",3.3,30,2018-08-19 16:35:48,2018-08-19 16:41:00,8,128,125,NA,NA,"1: Flowering 0"
"2365","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1",2016-08-27,1,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_EDGE1_30","seagrass_density",4.8,30,2016-08-27 17:19:10,2016-08-27 17:26:17,3,48,15,NA,NA,NA
"2366","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1",2016-08-27,1,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_EDGE1_25","seagrass_density",4.5,25,2016-08-27 17:19:10,2016-08-27 17:26:17,12,192,125,NA,NA,NA
"2367","HAKAI","CALVERT","MARINEGEO","GOOSE_SOUTHWEST","GOOSE_SOUTHWEST_EDGE1",2016-08-27,1,"Zach","Derek","2016-08-27_GOOSE_SOUTHWEST_EDGE1_20","seagrass_density",4.7,20,2016-08-27 17:19:10,2016-08-27 17:26:17,13,208,100,NA,NA,NA
